strasse;strassen_bez;herkunft;beschluss;gueltig_ab
2490;Albert-Cahn-Weg;"Albert Cahn (1816-1886), Bankier, stiftete Geld für ein Grundstück, auf dem das Altenwohnheim Haus Emmaus gebaut wurde.";1990-08-28;
2225;Klosterbergstraße;Flurname.;1915-05-14;
1396;Heinrich-Sauer-Straße;"Heinrich Sauer (1870-1955), städtischer Musikdirektor in Bonn, Gründer des städtischen Orchesters.";1974-10-22;1978-01-01
2199;"Im Wiesfeld";"Flurname. Erinnert an eine Zeit, in der weite Teile der Lannesdorfer Gemarkung noch mit Wiesen und Feldern bedeckt und Landwirtschaftlich genutzt waren.";1958-10-07;
2419;Uhlandstraße;"Ludwig Uhland (1787-1862), Dichter.";1916-01-28;
2180;Hopmannstraße;"Heinrich Hopmann (1897-1968), Bürgermeister von Bad Godesberg 1948-1963, Ehrenbürger 1963.";1968-09-04;
2385;Sonnenscheinstraße;"Karl Sonnenschein (1876-1929), katholischer Seelsorger, ""Großstadtapostel"" in Berlin.";1961-02-03;
3363;Mutter-Theresa-Straße;"Mutter Theresa (1910-1997), Ordensschwester, gründete 1950 in Kalkutta, Indien, den Orden Schwestern der Nächstenliebe, der sich um die Armen, Waisen und Kranken in den indischen Slums kümmert, Friedensnobelpreis 1979.";2005-04-06;
1402;"Im Sonnenpütz";Flurname.;1974-10-22;1978-01-01
1502;"Luxemburger Straße";"Luxemburg, Hauptstadt des gleichnamigen Staates.";1966-05-05;
4029;"Im Herrngarten";Flurname.;1964-01-21;
4028;Hubertusallee;"Der hl. Hubertus, Schutzheiliger der Jäger, zusammen mit dem hl. Venantius Patron der 1740 geweihten alten Kapelle in Röttgen.";1949-09-16;
1718;Sternenburgstraße;"Sternenburg, erbaut 1750 vom Dompropst Graf Wolf-Metternich durch Baumeister Leveilly, abgerissen 1908.";1904-07-15;
4058;Nipkowstraße;"Paul Julius Gottlieb Nipkow (1860-1940), Techniker und Erfinder.";1979-01-18;1979-01-26
3168;Hammstraße;"Flurname. Hamm bedeutet soviel wie eingefriedetes Grundstück (Weide, Feld).";1977-03-24;1978-08-01
4601;"Am Kümpel";Flurname.;;
4457;Ladestraße;"Am Duisdorfer Bahnhof (Be- und Entladen) gelegen.";1957-10-18;
2141;Hensstraße;"Wilhelm Hens (1891-1963), Pfarrer der Herz-Jesu-Kirche in Bad Godesberg, der das an dieser Straße liegende Pfarr-und Jugendheim bauen ließ.";1977-03-24;1978-01-01
4011;"An den Buchen";;1977-03-24;1978-01-01
2390;Rude-Krüzche-Weg;"Benannt nach dem dort befindlichen hölzernen Kreuz.";1998-08-27;
4807;Roncallistraße;"Angelo Guiseppe Roncalli (1881-1963), Familienname des Papstes Johannes XXIII., Papst von 1958-1963.";1971-06-08;1971-09-10
1659;Römerweg;"Nach einem Befestigungswall aus römischer Zeit.";;
1137;Bundeskanzlerplatz;"Platz in der Nähe des damaligen Bundeskanzleramtes.";1967-12-07;
2435;Waasemstraße;"Herkunft nicht eindeutig: ""Auf dem Wäsem"" hieß das Gelände im Volksmund. Eine Halbwinner-Familie Waasem saß auf dem Gut der Familie von Weichs, der so genannten Muffendorfer Burg.";1903-01-05;
2139;Gneisenaustraße;"August Wilhelm Anton Graf Neidhard von Gneisenau (1760-1831), preußischer General und Heeresreformer.";1911-11-17;
3082;Brunnenweg;;;
4830;"An der alten Stadtgärtnerei";;2009-09-17;2009-12-02
4468;Rochusstraße;"Der hl. Rochus, Kirchenpatron in Duisdorf.";1882-02-02;
1067;"Auf dem Hügel";Flurname.;1904-07-15;
3749;Max-Born-Straße;"Max Born (1882-1970), Physiker, Professor in Berlin, Frankfurt und Göttingen, Nobelpreis 1954.";1977-03-24;1978-01-01
1198;Ellerstraße;"Peter Innocenz Eller (1818-1893), Beigeordneter der Stadt Bonn, verwaltete das Wohlfahrtsamt.";1894-11-27;
4481;Matthäistraße;"An dieser Straße liegt die Matthäikirche.";1975-03-11;1978-01-01
2340;Riemenschneiderstraße;"Tilman Riemenschneider (1460-1531), Bildhauer und Holzschnitzer.";1968-02-07;
1419;Kapellenstraße;"Weg zur Marterkapelle.";;
1188;Elisabeth-Selbert-Platz;"Elisabeth Selbert: 22.09.1896 - 09.06.1986. Sie war Politikerin, Juristin, Stadtverordnete in Kassel und Mitglied des Hessischen Landtages. 1948 wurde sie in den Parlamentarischen Rat berufen, in dem sie eine von nur 4 Frauen neben 61 Männern war. Sie setzte sich besonders für die Rechte der Frauen ein und war maßgeblich verantwortlich für den Wortlaut in Art. 3 Absatz 2 des Grundgesetzes Männer und Frauen sind gleichberechtigt.";2020-08-25;2020-10-21
3065;"Bergheimer Straße";"Bergheim, Ortsteil der Stadt Niederkassel.";;
4492;Newtonstraße;"Isaac Newton (1643-1727), englischer Physiker und Mathematiker.";1973-09-11;1973-10-08
3175;"Auf der Rötschen";Flurname.;1995-07-11;
1763;Urstadtstraße;"Ernst Urstadt (1871-1943), Mediziner, Arzt für Dottendorf und Kessenich.";1955-04-25;1955-05-05
1414;Kaiser-Friedrich-Straße;"Friedrich III. von Hohenzollern (1831-1888), Deutscher Kaiser 1888.";1896-07-08;
1320;Heimkehrerweg;;1952-10-10;
4017;"Am Bogen";Flurname.;1972-12-19;
4723;"Im Feldpütz";Flurname.;1962-11-29;
4634;Rieckweg;"Theodor Rieck /geboren 1806), Lehrer in der Gemeinde Ippendorf 1831-1853.";1963-07-29;
2448;Wichterichstraße;"Werner Wichterich (1880-1958), sozialdemokratischer Politiker, Beigeordneter und Ehrenbürger der Stadt Godesberg 1952.";1968-09-04;
1129;Burggartenstraße;"Burggarten der 1908 abgerissenen Sternenburg.";;
1361;"Im Haeringsthal";"Flurname, weist auf einen Heerring bzw. Ringwall hin. Dieser kann aber infolge der starken Kultivierung des Landes heute nicht mehr nachgewiesen werden. Die früheste urkundliche Erwähnung stammt aus dem Jahr 1580.";2015-03-24;
1401;Julius-Plücker-Straße;"Julius Plücker (1801-1868), Mathematiker und Physiker, Professor an der Universität Bonn.";1953-02-05;
1280;Goethestraße;"Johann Wolfgang von Goethe (1749-1832), Dichter.";;
4408;Riemannstraße;"Georg Friedrich Bernhard Riemann (1826-1866), Mathematiker.";1973-09-11;1973-10-08
2342;"Am Bismarckturm";"Otto von Bismarck (1815-1898), Reichskanzler 1871-1890. Ihm zu Ehren wurden im Deutschen Reich, insbesondere nach 1898, Türme errichtet, die ein Netzwerk bilden sollten. Der Bad Godesberger Turm entstand 1900-1902.";1977-03-24;1978-01-01
2429;Vogelskaulerweg;"Flurname, Grube, in der nach dem Schützenvogel geschossen wurde oder Fangvorrichtung für Vögel.";1878-11-13;
2298;"Muffendorfer Straße";"Muffendorf, Ortsteil von Bonn.";1965-09-21;
3262;Johannesstraße;"Der hl. Johannes von Nepomuk (um 1350-1393), Heiliger, Patron der Schiffer: am westlichen Ende der Straße errichtete der Beueler Schifferverein 1862 eine Standbild.";;
2174;Hohenzollernplatz;"Die Hohenzollern stellten seit 1701 die preußischen Könige und von 1870 bis 1918 die deutschen Kaiser.";1911-06-08;
1524;Markt;"Auf diesem Platz findet heute noch der Bonner Wochenmarkt statt.";;
4804;"Auf dem Tonnenpfad";"Flurname, Donn bezeichnet als Spalier gezogene Weinstöcke, der Name geht wahrscheinlich auf einen Begriff zurück, der mit dem heutigen Wort ""dehnen"" vergleichbar ist. Es könnte ein langgestrecktes Geländestück gemeint sein.";;
2066;Bodenstaffstraße;"Johann Joseph Dominicus Bodenstaff (1742-1822), Wohltäter der Mehlemer Kirche.";1893-07-12;
3726;Sonnenweg;;1977-05-03;1978-01-01
3815;Franz-Kissel-Weg;"Franz Kissel (1891-1977), Lehrer in Oberkassel, Gemeinderatsmitglied 1929-1933, Heimatforscher, Bundesverdienstkreuz 1976.";2014-03-20;2014-04-02
1786;Vorgebirgsstraße;"Vorgebirge, Landschaft zwischen Bonn und Köln.";1896-07-08;
4368;"An der Haeschmaar";"Flurname, Bedeutung: schwankende Sumpfstelle";1985-06-04;
2058;"Berliner Ring";;;
4483;Virchowstraße;"Rudolf Ludwig Karl Virchow (1821-1902), Mediziner, Pathologe.";1962-06-15;
3775;Roleberstraße;"Roleber, Ortsteil von Bonn.";1972-12-19;
1029;"Am Agnesstift";"St. Agnesstift, Mädchenheim 1904-1996.";2001-10-23;
3026;Arnoldstraße;"Arnold von Wied (1100 -1156), Erzbischof von Köln 1151-1156, Erbauer der 1151 geweihten Doppelkirche von Schwarz-Rheindorf, in der sich seine Grabstätte befindet.";;
2362;Schenkpfädchen;Flurname.;1871-08-24;
3710;"Alte Bonner Straße";;1961-05-25;
1250;Friedrich-Ebert-Brücke;"Friedrich Ebert (1871-1925), erster deutscher Reichspräsident 1919-1924.";;
2286;"Mehlemer Straße";"Mehlem, Ortsteil von Bonn.";1902-02-17;
4755;Jenastraße;"Jena, Universitätsstadt in Thüringen.";1979-02-15;
1543;Milchgasserweg;;;
4822;Forellstraße;"Birger Forell (1893-1958), schwedischer Theologe, Leiter der schwedischen Hilfsorganisation für deutsche Kriegsgefangene 1944-1948.";1979-02-15;
4039;"Merler Allee";"Merl. Stadtteil von Meckenheim.";;
2507;Meitnerstraße;"Lise Meitner (1878-1968), Physikerin und Mitarbeiterin von Otto Hahn.";;
3664;Rhedenstraße;"Gerhard Rheden (1753/54-1812), Priestermönch im Karmeliterkloster von Pützchen.";1993-11-16;
3851;Kucksteinweg;"Der Weg liegt am Kucksteinberg.";1977-03-24;1978-01-01
3192;Güßgasse;"Gasse, in der wegen ihres starken Gefälles bei Regen das Wasser nur so heruntergoss.";;
3858;Zipperstraße;"Zipper deutet auf eine Wasserstelle.";;
3164;Flughafenstraße;"Die Straße führt zum Flughafen Hangelar in St. Augustin, dessen Anfänge in das Jahr 1909 zurückreichen.";;
1851;Sobottaweg;"Johannes Sobotta (1869-1945), Mediziner, Direktor des Bonner Anatomischen Institutes 1919-1935, Zwangsemeritierung durch die Nationalsozialisten.";2000-10-31;
2145;Gotenstraße;"Goten, germanischer Volksstamm.";1945-04-24;
2494;Weinrosenweg;;1992-07-14;
3709;Ungartenstraße;"Ungarten, Ortsteil von Bonn.";1973-04-17;1973-05-19
3042;"An den Hecken";"Nach den Flurnamen In der Grashecke und An der Hillershecke.";1979-09-18;
4050;Theresienweg;;1969-03-27;
2496;Rotweingarten;Flurname.;1996-06-25;
1364;Max-Bruch-Straße;"Max Bruch (1838-1920), Komponist.";1974-10-22;1978-01-01
4489;Fritz-Eggeling-Platz;"Fritz Eggeling (1913-1966), Professor für Städtebau und Siedlungswesen an der Technischen Universität Berlin, Gewinner des Wettbewerbs für die Neubaugebiete Brüser Berg, Medinghoven und Ückesdorf.";1991-07-09;
4725;"Im Hellengarten";Flurname.;1951-07-25;
4843;"Am Stadtkanal";;1996-12-17;
3340;Maarstraße;"Das Maar bzw. die Maar erhielt ihren Zufluss aus dem Langen Graben; es existiert heute nicht mehr.";;
1284;Gregor-Mendel-Straße;"Gregor Johann Mendel (1822-1884), Augustiner-Mönch, Theologe, Naturwissenschaftler, Begründer der Vererbungslehre.";1951-06-01;
2068;"Brandenburger Straße";;;
2303;Nibelungenstraße;"Das Nibelungenlied, ein mittelhochdeutsches Heldenepos.";1935-05-09;
2438;Walramstraße;"Walram von Jülich (um 1304-1349), Kölner Erzbischof 1332-1349.";1933-07-07;
4726;"Im Hohnderfeld";"Flurname. Hohnder bezeichnet in der Mundart Hühner.";1962-07-17;
3122;Dixstraße;"Dix, Kurzform von Benedikt, hier aber dürfte Dix von dick (groß, breit) abgeleitet sein.";;
1316;Hausdorffstraße;"Felix Hausdorff (1868-1942), Mathematiker, Professor an der Universität Bonn. Ging mit seiner Frau angesichts der bevorstehenden Deportation in den Freitod.";1949-08-05;
1534;Mechenstraße;"Flurname. Zusammenziehung der beiden Wörter Am Eichen oder Ableitung des Wortes Mechen von Mörtemsgasse (Märtyrergasse).";;
3375;Nepomuk-Platz;"Johannes von Nepomuk (um 1350-1393), Heiliger, Schutzpatron der Schiffer, Flößer und Brücken.";2008-01-17;
1423;Karthäuserplatz;"Hof der Kölner Karthause.";1904-07-15;
3142;Elsa-Brändström-Straße;"Elsa Brändström (1888-1948), schwedische Rote-Kreuz-Schwester, setzte sich für die Gefangenen des Ersten Weltkrieges ein.";1933-07-18;
3777;Stenzelbergweg;"Stenzelberg, Berg im Siebengebirge.";1976-04-01;1976-06-25
1291;Hunsrückstraße;;1972-12-19;
1264;Ulrich-Haberland-Straße;"Ulrich Haberland (1900-1961), Chemiker, Honorarprofessor an der Universität Bonn 1953, Vorsitzender der Gesellschaft der Freunde und Förderer der Universität Bonn (Geffrub).";1972-12-19;
1002;Acherstraße;"Die Schreibweise variierte zwischen Achterstraße (1570, 1667, 1758, 1773, 1856), Acherstraße (1577, 1620, 1795) und Agerstraße (1610). Die Achterstraße führte hinter (achter) der Mauer des Stiftsgebiets von St. Cassius her";;
1010;Alexander-Koenig-Straße;"Alexander Koenig (1858-1940), Zoologe, Stifter des Museums Koenig in Bonn.";1953-02-05;
2044;"Auf der Ley";"Flurname, Ley (auch Lei) bedeutet Schiefer.";1964-04-28;
1113;"Bornheimer Straße";"Bornheim, Stadt nördlich von Bonn.";;1840-01-01
4768;Hans-Grade-Straße;"Hans Grade (1879-1946), Flugpionier.";1982-07-06;
2018;"Am Helpert";Flurname.;1915-12-03;
1601;Pfarrer-Byns-Straße;"Pfarrer Byns (1789-1871), Pfarrer in Endenich, bekannt durch seine Mundartpredigten.";1976-04-01;1976-06-25
1117;"Breite Straße";;1875-07-30;
3722;Heidebergenstraße;"Heidebergen, Siedlung im Ortsteil Holzlar.";1977-03-24;1978-01-01
1704;Saime-Genc-Ring;"Saime Genc (1989-1993), türkisches Kind, das in Solingen bei einem Brandanschlag auf das Wohnhaus der Familie Genc mit vier weitere Frauen und Kindern ums Leben kam.";1998-01-27;1998-03-23
2338;Rhodosstraße;"Rhodos, Stadt in Griechenland, freundschaftlich mit Bad Godesberg verbunden.";1962-02-06;
2083;Cheruskerstraße;"Cherusker, germanischer Volksstamm.";1954-07-22;
4104;Hedwig-Dransfeld-Straße;"Hedwig Dransfeld (1871-1925), Politikerin, Vorsitzende des Katholischen Deutschen Frauenbundes 1912-1922, Mitglied der Weimarer Nationalversammlung 1919 und des Reichstages 1920-1925.";2013-10-15;2013-11-06
2143;Herderstraße;"Johann Gottfried Herder (1744-1803), Geisteswissenschaftler und Dichter.";1977-03-24;1978-01-01
1358;Heinrich-Winand-Weg;"Heinrich Winand (1905-1988), Stadtverordneter 1964-1979.";1996-06-25;
3128;Dorothea-Erxleben-Weg;"Dorothea Erxleben (1715-1762), Ärztin, erwarb als erste Frau Deutschlands 1754 den medizinischen Doktorgrad.";2006-01-25;
4040;"Im Pützfeld";"Flurname. Pütz bedeutete Schöpf- oder Ziehbrunnen, Sumpfstelle, Wasserlache oder kleiner Teich, von Lateinisch puteus.";1972-12-19;
1296;Gerhardsplatz;"Hermann Joseph Maria Gerhards (1797-1861), Beigeordneter und Dezernent der Armenverwaltung der Stadt Bonn.";1928-02-09;
3797;"Zur Saalkirche";"Im Jahre 2000 wurden in Oberholtorf archäologische Untersuchungen durchgeführt, deren Ergebnis die Existenz einer Kirche in Oberholtorf im frühen und hohen Mittelalter ergab. Nach einem älteren ins 7. Jahrhundert zu datierenden Befund können zwei aufeinanderfolgende Steinbauphasen unterschieden werden: Eine erste Kirche bestand im 10. Jahrhundert, auf deren Fundamenten im 11. Jahrhundert ein erweiterter Bau errichtet wurde, so dass wir für das 11. Jahrhundert in Oberholtorf eine bisher unbekannte monumentale Saalkirche nachweisen können.";2018-11-06;2018-12-12
2032;"Anhalter Straße";"Anhalt, Teil des Bundeslandes Sachsen-Anhalt.";;
2375;"Steglitzer Straße";"Steglitz, Stadtteil in Berlin, Städtepartnerschaft mit Bad Godesberg.";1977-03-24;1978-01-01
2036;Antoniterstraße;"Der Orden der Antoniter hatte in Lannesdorf Besitztümer.";1947-01-31;
3163;Franziskanerinnenplatz;"Der Orden der Franziskanerinnen von der ewigen Anbetung von Olpe hat über 100 Jahre an dem von ihm gegründeten St. Josefs-Krankenhaus gewirkt.";2007-05-31;
3028;Monheimstraße;"Benannt nach dem Karmeliterpater Markus Monheim (1765-1850), der im Zuge der Säkularisation (1803/04) Pützchen verließ, 1827 aber wieder zurückkehrte und bis 1850 als Seelsorger in Pützchen wirkte.";1977-03-24;1978-01-01
1744;Thuarstraße;"Hans Thuar (1887-1945), Maler, lebte zwischen 1911 und 1944 in Endenich, Schwarzrheindorf und Ramersdorf.";1954-04-22;
1017;Taunusstraße;"Taunus, deutsches Mittelgebirge.";1972-12-19;
4646;Schwanenweg;;1972-12-19;
4265;Franz-Grünkorn-Straße;"Franz Grünkorn (1908-1999), Gymnasiallehrer und Heimatforscher.";2001-10-23;
2126;Friedrichallee;"Friedrich III. von Hohenzollern (1831-1888), deutscher Kaiser 1888.";1977-03-24;1978-01-01
2484;Elisabeth-Mayer-Straße;"Elisabeth Mayer (1895-1976), Wohltäterin, ihr Vater, Josef Mayer, war der letzte Besitzer der Kommende in Muffendorf.";1990-01-30;1990-02-09
1263;Garréstraße;"Karl Garré (1857-1928), Mediziner, Professor an der Universität Bonn.";1953-02-05;
3738;Heisenbergstraße;"Werner Karl Heisenberg (1901-1976), Physiker, Nobelpreis 1932.";;
4402;"An der Burg Medinghoven";"Nach der dort liegenden Wasserburg Medinghoven, ehemals u.a. im Besitz der Familie von Nesselrode.";1969-07-14;
2219;"Am Güsgensberg";Flurname.;1980-09-16;
3355;Mutter-Barat-Straße;"Madeleine-Sophie Barat (1779-1865), Gründerin der Ordensgesellschaft Dames du Sacré-Coeur, die von 1920 bis 1985 das Mädchengymnasium St. Adelheid in Pützchen unterhielt.";1963-11-06;
1380;"Insterburger Straße";"Insterburg, Stadt in Ostpreußen, heute Tschernjachowsk in der russischen Enklave Kaliningrad (Königsberg).";1962-12-13;
3438;"Promenade Ramersdorf";"Der Straßenname bezieht sich auf den in der Nähe gelegenen Ortsteil";2017-09-21;2017-10-25
2320;Peter-Schwingen-Straße;"Peter Schwingen (1813-1863), Maler aus Muffendorf.";1958-02-06;
4407;Réaumurstraße;"René Antoine Réaumur (1683-1757), französischer Technologe und Biologe.";1973-09-11;1973-10-08
4616;Turmfalkenweg;;1972-12-19;
1076;"Am Siepen";"Der Name der 1970 angelegten Straße ist von der Flurname Siepen, Siefen oder Seifen (mittelhochdeutsch: feuchtes Bachtal) abgeleitet.";1972-12-19;
4437;"Hinter Aue";"Flurname. In den Auen befand sich die Duisdorfer Burg, das Wort bedeutete Land am Wasser.";1952-10-24;
3264;Rudolf-Hahn-Straße;"Rudolf Hahn (1891-1958), Bürgermeister von Beuel 1945/46, Gemeinde-/Stadtdirektor von Beuel 1946-1956.";1977-03-24;1978-01-01
4639;Spreestraße;"Spree, Nebenfluss der Havel.";1962-08-20;
1015;"Allensteiner Straße";"Allenstein, Stadt im südlichen Ostpreußen, heute Olsztyn in Polen.";1934-11-02;
1109;Siemensstraße;"Werner von Siemens (1816-1892), Elektrotechniker und Unternehmer.";1972-12-19;
3805;"Am Mönchshof";"Flurname. Mit Mönchshof ist der 1210 von der Gräfin Alveradis von Molbach an das Kloster Heisterbach gegebene Hof gemeint.";1954-10-01;
3821;"Am Magdalenenkreuz";"An der Straße steht ein Steinkreuz mit Magdalenenfigur, das ca. 1730 errichtet wurde.";1977-03-24;1978-01-01
2114;Erftstraße;"Erft, linker Nebenfluss des Rheins.";1950-05-25;
1649;Richthofenstraße;"Die Straße wurde 1937 nach Manfred Freiherr von Richthofen (1892-1918), dem Jagdflieger im Ersten Weltkrieg (""Roter Baron""), benannt. Nach dem Zweiten Weltkrieg, am 21.06.1949 erfolgte die Umwidmung des Straßennamens nach Ferdinand Freiherr von Richthofen (1833-1905), Geograph und Professor an der Universität in Bonn.";1937-02-02;
4613;Elbestraße;"Elbe, deutscher Fluss.";1962-08-20;
3000;Adele-Schopenhauer-Weg;"Adele Schopenhauer (1797-1849), Schriftstellerin, zog 1828 nach Bonn, ihr Grab befindet sich auf dem Alten Friedhof in Bonn.";2006-01-25;
1717;Stephanstraße;"In Erinnerung an den früheren Dottendorfer Pfarrpatron (heute St. Quirinus).";1904-07-15;
3580;"An der Gierponte";"Die so genannte Gierponte stellte früher die Fährverbindung zwischen Bonn und Beuel her.";2009-01-29;2011-07-12
2284;"Mecklenburger Straße";"Region in Norddeutschland.";;
3068;"Beueler Straße";"Beuel, seit der kommunalen Neugliederung 1969 Stadtbezirk von Bonn.";;
4221;Ratiborstraße;"Ratibor, Stadt in Schlesien; heute Racibórz in Polen.";1974-06-11;1978-01-01
3750;Primelweg;;1977-03-24;1978-01-01
2164;Hegelstraße;"Georg Wilhelm Friedrich Hegel (1770-1831), Philosoph.";1969-06-11;
1529;Maximilianstraße;"Maximilian Franz von Österreich (1756-1801), letzter Kurfürst von Köln 1784-1801.";1973-09-11;1974-03-15
4082;Caspar-David-Friedrich-Straße;"Caspar David Friedrich (1774-1840), Maler.";1989-04-25;
2317;"Pecher Straße";"Pech, Ortsteil der Gemeinde Wachtberg.";;
2019;"Am Kreuter";Flurname.;1951-06-07;
4390;Gutenbergstraße;"Johann Gensfleisch von Gutenberg (1397-1468), Erfinder des Buchdrucks.";1967-04-27;
1697;Schloßstraße;"Gemeint ist das Poppelsdorfer Schloss.";;1889-01-01
1197;Eintrachtstraße;;1908-12-18;
3017;"Am Rehsprung";Flurname.;1968-08-28;
